  -175  -175
  -175  -165
  -175  -155
  -175  -145
  -175  -135
  -175  -125
  -175  -115
  -175  -105
  -175   -95
  -175   -85
  -175   -75
  -175   -65
  -175   -55
  -175   -45
  -175   -35
  -175   -25
  -175   -15
  -175    -5
  -175     5
  -175    15
  -175    25
  -175    35
  -175    45
  -175    55
  -175    65
  -175    75
  -175    85
  -175    95
  -175   105
  -175   115
  -175   125
  -175   135
  -175   145
  -175   155
  -175   165
  -175   175
  -165  -175
  -165  -165
  -165  -155
  -165  -145
  -165  -135
  -165  -125
  -165  -115
  -165  -105
  -165   -95
  -165   -85
  -165   -75
  -165   -65
  -165   -55
  -165   -45
  -165   -35
  -165   -25
  -165   -15
  -165    -5
  -165     5
  -165    15
  -165    25
  -165    35
  -165    45
  -165    55
  -165    65
  -165    75
  -165    85
  -165    95
  -165   105
  -165   115
  -165   125
  -165   135
  -165   145
  -165   155
  -165   165
  -165   175
  -155  -175
  -155  -165
  -155  -155
  -155  -145
  -155  -135
  -155  -125
  -155  -115
  -155  -105
  -155   -95
  -155   -85
  -155   -75
  -155   -65
  -155   -55
  -155   -45
  -155   -35
  -155   -25
  -155   -15
  -155    -5
  -155     5
  -155    15
  -155    25
  -155    35
  -155    45
  -155    55
  -155    65
  -155    75
  -155    85
  -155    95
  -155   105
  -155   115
  -155   125
  -155   135
  -155   145
  -155   155
  -155   165
  -155   175
  -145  -175
  -145  -165
  -145  -155
  -145  -145
  -145  -135
  -145  -125
  -145  -115
  -145  -105
  -145   -95
  -145   -85
  -145   -75
  -145   -65
  -145   -55
  -145   -45
  -145   -35
  -145   -25
  -145   -15
  -145    -5
  -145     5
  -145    15
  -145    25
  -145    35
  -145    45
  -145    55
  -145    65
  -145    75
  -145    85
  -145    95
  -145   105
  -145   115
  -145   125
  -145   135
  -145   145
  -145   155
  -145   165
  -145   175
  -135  -175
  -135  -165
  -135  -155
  -135  -145
  -135  -135
  -135  -125
  -135  -115
  -135  -105
  -135   -95
  -135   -85
  -135   -75
  -135   -65
  -135   -55
  -135   -45
  -135   -35
  -135   -25
  -135   -15
  -135    -5
  -135     5
  -135    15
  -135    25
  -135    35
  -135    45
  -135    55
  -135    65
  -135    75
  -135    85
  -135    95
  -135   105
  -135   115
  -135   125
  -135   135
  -135   145
  -135   155
  -135   165
  -135   175
  -125  -175
  -125  -165
  -125  -155
  -125  -145
  -125  -135
  -125  -125
  -125  -115
  -125  -105
  -125   -95
  -125   -85
  -125   -75
  -125   -65
  -125   -55
  -125   -45
  -125   -35
  -125   -25
  -125   -15
  -125    -5
  -125     5
  -125    15
  -125    25
  -125    35
  -125    45
  -125    55
  -125    65
  -125    75
  -125    85
  -125    95
  -125   105
  -125   115
  -125   125
  -125   135
  -125   145
  -125   155
  -125   165
  -125   175
  -115  -175
  -115  -165
  -115  -155
  -115  -145
  -115  -135
  -115  -125
  -115  -115
  -115  -105
  -115   -95
  -115   -85
  -115   -75
  -115   -65
  -115   -55
  -115   -45
  -115   -35
  -115   -25
  -115   -15
  -115    -5
  -115     5
  -115    15
  -115    25
  -115    35
  -115    45
  -115    55
  -115    65
  -115    75
  -115    85
  -115    95
  -115   105
  -115   115
  -115   125
  -115   135
  -115   145
  -115   155
  -115   165
  -115   175
  -105  -175
  -105  -165
  -105  -155
  -105  -145
  -105  -135
  -105  -125
  -105  -115
  -105  -105
  -105   -95
  -105   -85
  -105   -75
  -105   -65
  -105   -55
  -105   -45
  -105   -35
  -105   -25
  -105   -15
  -105    -5
  -105     5
  -105    15
  -105    25
  -105    35
  -105    45
  -105    55
  -105    65
  -105    75
  -105    85
  -105    95
  -105   105
  -105   115
  -105   125
  -105   135
  -105   145
  -105   155
  -105   165
  -105   175
   -95  -175
   -95  -165
   -95  -155
   -95  -145
   -95  -135
   -95  -125
   -95  -115
   -95  -105
   -95   -95
   -95   -85
   -95   -75
   -95   -65
   -95   -55
   -95   -45
   -95   -35
   -95   -25
   -95   -15
   -95    -5
   -95     5
   -95    15
   -95    25
   -95    35
   -95    45
   -95    55
   -95    65
   -95    75
   -95    85
   -95    95
   -95   105
   -95   115
   -95   125
   -95   135
   -95   145
   -95   155
   -95   165
   -95   175
   -85  -175
   -85  -165
   -85  -155
   -85  -145
   -85  -135
   -85  -125
   -85  -115
   -85  -105
   -85   -95
   -85   -85
   -85   -75
   -85   -65
   -85   -55
   -85   -45
   -85   -35
   -85   -25
   -85   -15
   -85    -5
   -85     5
   -85    15
   -85    25
   -85    35
   -85    45
   -85    55
   -85    65
   -85    75
   -85    85
   -85    95
   -85   105
   -85   115
   -85   125
   -85   135
   -85   145
   -85   155
   -85   165
   -85   175
   -75  -175
   -75  -165
   -75  -155
   -75  -145
   -75  -135
   -75  -125
   -75  -115
   -75  -105
   -75   -95
   -75   -85
   -75   -75
   -75   -65
   -75   -55
   -75   -45
   -75   -35
   -75   -25
   -75   -15
   -75    -5
   -75     5
   -75    15
   -75    25
   -75    35
   -75    45
   -75    55
   -75    65
   -75    75
   -75    85
   -75    95
   -75   105
   -75   115
   -75   125
   -75   135
   -75   145
   -75   155
   -75   165
   -75   175
   -65  -175
   -65  -165
   -65  -155
   -65  -145
   -65  -135
   -65  -125
   -65  -115
   -65  -105
   -65   -95
   -65   -85
   -65   -75
   -65   -65
   -65   -55
   -65   -45
   -65   -35
   -65   -25
   -65   -15
   -65    -5
   -65     5
   -65    15
   -65    25
   -65    35
   -65    45
   -65    55
   -65    65
   -65    75
   -65    85
   -65    95
   -65   105
   -65   115
   -65   125
   -65   135
   -65   145
   -65   155
   -65   165
   -65   175
   -55  -175
   -55  -165
   -55  -155
   -55  -145
   -55  -135
   -55  -125
   -55  -115
   -55  -105
   -55   -95
   -55   -85
   -55   -75
   -55   -65
   -55   -55
   -55   -45
   -55   -35
   -55   -25
   -55   -15
   -55    -5
   -55     5
   -55    15
   -55    25
   -55    35
   -55    45
   -55    55
   -55    65
   -55    75
   -55    85
   -55    95
   -55   105
   -55   115
   -55   125
   -55   135
   -55   145
   -55   155
   -55   165
   -55   175
   -45  -175
   -45  -165
   -45  -155
   -45  -145
   -45  -135
   -45  -125
   -45  -115
   -45  -105
   -45   -95
   -45   -85
   -45   -75
   -45   -65
   -45   -55
   -45   -45
   -45   -35
   -45   -25
   -45   -15
   -45    -5
   -45     5
   -45    15
   -45    25
   -45    35
   -45    45
   -45    55
   -45    65
   -45    75
   -45    85
   -45    95
   -45   105
   -45   115
   -45   125
   -45   135
   -45   145
   -45   155
   -45   165
   -45   175
   -35  -175
   -35  -165
   -35  -155
   -35  -145
   -35  -135
   -35  -125
   -35  -115
   -35  -105
   -35   -95
   -35   -85
   -35   -75
   -35   -65
   -35   -55
   -35   -45
   -35   -35
   -35   -25
   -35   -15
   -35    -5
   -35     5
   -35    15
   -35    25
   -35    35
   -35    45
   -35    55
   -35    65
   -35    75
   -35    85
   -35    95
   -35   105
   -35   115
   -35   125
   -35   135
   -35   145
   -35   155
   -35   165
   -35   175
   -25  -175
   -25  -165
   -25  -155
   -25  -145
   -25  -135
   -25  -125
   -25  -115
   -25  -105
   -25   -95
   -25   -85
   -25   -75
   -25   -65
   -25   -55
   -25   -45
   -25   -35
   -25   -25
   -25   -15
   -25    -5
   -25     5
   -25    15
   -25    25
   -25    35
   -25    45
   -25    55
   -25    65
   -25    75
   -25    85
   -25    95
   -25   105
   -25   115
   -25   125
   -25   135
   -25   145
   -25   155
   -25   165
   -25   175
   -15  -175
   -15  -165
   -15  -155
   -15  -145
   -15  -135
   -15  -125
   -15  -115
   -15  -105
   -15   -95
   -15   -85
   -15   -75
   -15   -65
   -15   -55
   -15   -45
   -15   -35
   -15   -25
   -15   -15
   -15    -5
   -15     5
   -15    15
   -15    25
   -15    35
   -15    45
   -15    55
   -15    65
   -15    75
   -15    85
   -15    95
   -15   105
   -15   115
   -15   125
   -15   135
   -15   145
   -15   155
   -15   165
   -15   175
    -5  -175
    -5  -165
    -5  -155
    -5  -145
    -5  -135
    -5  -125
    -5  -115
    -5  -105
    -5   -95
    -5   -85
    -5   -75
    -5   -65
    -5   -55
    -5   -45
    -5   -35
    -5   -25
    -5   -15
    -5    -5
    -5     5
    -5    15
    -5    25
    -5    35
    -5    45
    -5    55
    -5    65
    -5    75
    -5    85
    -5    95
    -5   105
    -5   115
    -5   125
    -5   135
    -5   145
    -5   155
    -5   165
    -5   175
     5  -175
     5  -165
     5  -155
     5  -145
     5  -135
     5  -125
     5  -115
     5  -105
     5   -95
     5   -85
     5   -75
     5   -65
     5   -55
     5   -45
     5   -35
     5   -25
     5   -15
     5    -5
     5     5
     5    15
     5    25
     5    35
     5    45
     5    55
     5    65
     5    75
     5    85
     5    95
     5   105
     5   115
     5   125
     5   135
     5   145
