# Molecule type   1 (Ref.: Mol.     1 / Res.     1-   56):
  0.005     0.0000         0.0000    
  0.015     0.0000         0.0000    
  0.025     0.0000         0.0000    
  0.035     0.0000         0.0000    
  0.045     0.0000         0.0000    
  0.055     0.0000         0.0000    
  0.065     0.0000         0.0000    
  0.075     0.0000         0.0000    
  0.085     0.0000         0.0000    
  0.095     0.0000         0.0000    
  0.105     0.0000         0.0000    
  0.115     0.0000         0.0000    
  0.125     0.0000         0.0000    
  0.135     0.0000         0.0000    
  0.145     0.0000         0.0000    
  0.155     0.0000         0.0000    
  0.165     0.0000         0.0000    
  0.175     0.0000         0.0000    
  0.185     0.0000         0.0000    
  0.195     0.0000         0.0000    
  0.205     0.0000         0.0000    
  0.215     0.0000         0.0000    
  0.225     0.0000         0.0000    
  0.235     0.0000         0.0000    
  0.245     0.0000         0.0000    
  0.255     0.0000         0.0000    
  0.265     0.0000         0.0000    
  0.275     0.0000         0.0000    
  0.285     0.0000         0.0000    
  0.295     0.0000         0.0000    
  0.305     0.0000         0.0000    
  0.315     1.0000         1.0000    
  0.325     0.0000         0.0000    
  0.335     0.0000         0.0000    
  0.345     0.0000         0.0000    
  0.355     0.0000         0.0000    
  0.365     0.0000         0.0000    
  0.375     0.0000         0.0000    
  0.385     0.0000         0.0000    
  0.395     0.0000         0.0000    
  0.405     0.0000         0.0000    
  0.415     0.0000         0.0000    
  0.425     0.0000         0.0000    
  0.435     0.0000         0.0000    
  0.445     0.0000         0.0000    
  0.455     0.0000         0.0000    
  0.465     0.0000         0.0000    
  0.475     0.0000         0.0000    
  0.485     0.0000         0.0000    
  0.495     0.0000         0.0000    
  0.505     0.0000         0.0000    
  0.515     0.0000         0.0000    
  0.525     0.0000         0.0000    
  0.535     0.0000         0.0000    
  0.545     0.0000         0.0000    
  0.555     0.0000         0.0000    
  0.565     0.0000         0.0000    
  0.575     0.0000         0.0000    
  0.585     0.0000         0.0000    
  0.595     0.0000         0.0000    
  0.605     0.0000         0.0000    
  0.615     0.0000         0.0000    
  0.625     0.0000         0.0000    
  0.635     0.0000         0.0000    
  0.645     0.0000         0.0000    
  0.655     0.0000         0.0000    
  0.665     0.0000         0.0000    
  0.675     0.0000         0.0000    
  0.685     0.0000         0.0000    
  0.695     0.0000         0.0000    
  0.705     0.0000         0.0000    
  0.715     0.0000         0.0000    
  0.725     0.0000         0.0000    
  0.735     0.0000         0.0000    
  0.745     0.0000         0.0000    
  0.755     0.0000         0.0000    
  0.765     0.0000         0.0000    
  0.775     0.0000         0.0000    
  0.785     0.0000         0.0000    
  0.795     0.0000         0.0000    
  0.805     0.0000         0.0000    
  0.815     0.0000         0.0000    
  0.825     0.0000         0.0000    
  0.835     0.0000         0.0000    
  0.845     0.0000         0.0000    
  0.855     0.0000         0.0000    
  0.865     0.0000         0.0000    
  0.875     0.0000         0.0000    
  0.885     0.0000         0.0000    
  0.895     0.0000         0.0000    
  0.905     0.0000         0.0000    
  0.915     0.0000         0.0000    
  0.925     0.0000         0.0000    
  0.935     0.0000         0.0000    
  0.945     0.0000         0.0000    
  0.955     0.0000         0.0000    
  0.965     0.0000         0.0000    
  0.975     0.0000         0.0000    
  0.985     0.0000         0.0000    
  0.995     0.0000         0.0000    
