-0.549160 -0.535500 -0.588110 -0.754620 -0.679290 -0.038150 0.298460 0.326040 -0.375610 -1.704360 -3.061280 -3.956460 -3.576280 -1.038930 2.012450 -1.714610 -0.377660 0.317310 0.294580 -0.042920 -0.676620 -0.744600 -0.586590 -0.554770
-0.709450 -0.896700 -0.990850 -1.319240 -0.940260 -0.126160 0.329180 0.258100 -0.534910 -1.715700 -2.780320 -3.153350 -1.636020 1.822690 -2.675640 -1.810120 -0.410680 0.180860 0.196710 -0.000430 -0.271890 -0.462500 -0.348750 -0.477660
-1.224850 -1.482430 -1.665900 -1.656770 -1.119780 -1.642540 -0.054220 -0.290670 -0.887080 -1.626260 -2.165440 -1.546500 0.753400 -2.949180 -2.225630 -1.664160 -0.628990 0.000490 0.033160 -0.092820 -0.339050 -0.563330 -0.794980 -0.710760
-1.787640 -2.117750 -2.143020 -1.803720 -1.567160 -0.886880 -0.801350 -0.851590 -1.020630 -1.337360 -1.062570 0.338010 -4.372310 -2.435890 -2.220710 -1.718060 -0.758950 -0.207560 0.100910 -0.055650 -0.288370 -0.880610 -1.267450 -1.465530
-2.348270 -2.593790 -2.596140 -2.364070 -1.970070 -1.705860 -1.435540 -1.289220 -1.358170 -0.975570 -3.514390 -4.283210 -3.975820 -3.215190 -2.394430 -1.455320 -0.553910 -0.158900 -0.173830 -0.297950 -0.661220 -1.068330 -1.601800 -1.914850 
-2.788800 -3.079570 -3.178150 -3.013710 -2.626630 -2.266680 -1.951490 -1.681850 -1.195390 -2.567680 -3.632800 -4.748210 -4.662850 -4.255190 -2.776760 -1.695490 -0.893140 -0.633810 -0.467320 -0.540540 -0.950190 -1.401500 -1.959970 -2.412680
-3.857170 -3.713610 -3.902110 -3.611370 -3.040850 -2.406460 -1.975250 -1.452040 -0.971860 -2.808170 -4.181160 -4.981430 -5.446890 -4.359900 -2.864390 -1.898510 -1.139090 -0.971340 -1.065550 -1.020680 -1.141350 -1.794480 -2.420970 -2.939990
-4.987770 -4.995210 -4.485310 -3.892550 -3.228630 -2.345360 -1.664160 -1.105500 -1.945510 -3.715530 -4.492140 -5.536170 -5.708500 -3.675410 -2.986660 -1.859410 -0.756620 -1.269930 -1.312730 -1.607440 -1.892510 -2.659400 -3.347950 -3.970600
-6.183650 -5.456080 -4.878940 -4.000820 -2.683230 -2.067520 -1.094850 -1.119790 -2.962910 -3.687830 -4.993340 -4.666260 -3.796280 -3.374140 -2.495430 -1.453990 -0.877560 -1.002930 -1.337310 -2.431360 -2.948140 -4.008100 -4.821040 -5.565810
-6.755760 -5.850030 -4.362190 -2.714090 -1.708710 -0.526660 -0.536700 -2.037170 -3.892650 -4.558570 -4.237410 -3.735160 -3.688580 -3.009910 -2.112940 -1.455400 -0.925490 -1.121840 -1.561900 -2.751370 -4.094860 -5.207530 -6.128530 -6.613030
-5.716250 -4.434060 -2.788600 -0.974400 -0.729200 -0.904940 -1.833540 -3.017700 -3.313450 -3.336010 -3.181640 -3.594720 -1.231370 -0.603790 0.128810 -1.222610 -0.909150 -0.837700 -1.346820 -3.040880 -4.731110 -5.844860 -6.428460 -6.424880
-3.991110 -2.046000 0.082550 -2.676110 -2.828500 -2.596640 -2.843330 -3.011480 -2.312640 -2.405980 -3.086210 -1.164620 -1.231660 -0.871900 -0.348980 -1.735900 -0.914150 -0.484520 -1.818040 -3.602550 -5.330320 -5.992270 -5.588080 -5.408360
-1.147060 -3.317730 -4.305100 -4.615200 -4.533780 -3.622950 -2.832800 -1.872810 -1.144300 -1.994070 -0.741980 -1.115010 -1.229250 -1.103680 -0.742430 -1.973970 -1.070020 -1.802220 -2.712770 -3.624130 -4.537100 -4.619970 -4.310890 -3.318290
-3.997710 -5.408360 -5.588080 -5.992270 -5.330320 -3.602550 -1.818040 -0.484520 -0.914150 -1.735900 -0.348980 -0.871900 -1.231660 -1.164620 -3.086210 -2.405980 -2.312640 -3.011480 -2.843330 -2.596640 -2.828500 -2.676110 0.082550 -2.046000
-5.710850 -6.424880 -6.428460 -5.844860 -4.731110 -3.040880 -1.346820 -0.837700 -0.909150 -1.222610 0.128810 -0.603790 -1.231370 -3.594720 -3.181640 -3.336010 -3.313450 -3.017700 -1.833540 -0.904940 -0.729200 -0.974400 -2.788600 -4.434060
-6.754940 -6.613030 -6.128530 -5.207530 -4.094860 -2.751370 -1.561900 -1.121840 -0.925490 -1.455400 -2.112940 -3.009910 -3.688580 -3.735160 -4.237410 -4.558570 -3.892650 -2.037170 -0.536700 -0.526660 -1.708710 -2.714090 -4.362190 -5.850030
-6.188070 -5.565810 -4.821040 -4.008100 -2.948140 -2.431360 -1.337310 -1.002930 -0.877560 -1.453990 -2.495430 -3.374140 -3.796280 -4.666260 -4.993340 -3.687830 -2.962910 -1.119790 -1.094850 -2.067520 -2.683230 -4.000820 -4.878940 -5.456080
-4.986080 -3.970600 -3.347950 -2.659400 -1.892510 -1.607440 -1.312730 -1.269930 -0.756620 -1.859410 -2.986660 -3.675410 -5.708500 -5.536170 -4.492140 -3.715530 -1.945510 -1.105500 -1.664160 -2.345360 -3.228630 -3.892550 -4.485310 -4.995210
-3.879190 -2.939990 -2.420970 -1.794480 -1.141350 -1.020680 -1.065550 -0.971340 -1.139090 -1.898510 -2.864390 -4.359900 -5.446890 -4.981430 -4.181160 -2.808170 -0.971860 -1.452040 -1.975250 -2.406460 -3.040850 -3.611370 -3.902110 -3.713610
-2.793280 -2.412680 -1.959970 -1.401500 -0.950190 -0.540540 -0.467320 -0.633810 -0.893140 -1.695490 -2.776760 -4.255190 -4.662850 -4.448210 -3.332800 -2.567680 -1.195390 -1.681850 -1.951490 -2.266680 -2.626630 -3.013710 -3.178150 -3.079570
-2.330190 -1.914850 -1.601800 -1.068330 -0.661220 -0.297950 -0.173830 -0.158900 -0.553910 -1.455320 -2.394430 -3.215190 -3.975820 -3.783210 -3.014390 -0.975570 -1.358170 -1.289220 -1.435540 -1.705860 -1.970070 -2.364070 -2.596140 -2.593790
