1 2999 21 2 0 21 1 2 0 1 0 1 888 610 0 610 891 1 1499 1500
2 2998 131 4 0 21 1 2 0 2 0 1 889 609 1 608 891 2 1499 1499
3 2997 306 6 -1.0842e-19 21 1 2 0 3 0 2 888 609 1 608 890 3 1499 1498
4 2996 1690 8 -3.68935e+19 306 3 6 0 4 0 3 888 608 1 607 890 4 1499 1497
5 2995 171 10 3.68935e+19 21 1 2 0 5 0 4 888 607 1 606 890 5 1499 1496
6 2994 396 12 3.68935e+19 171 5 10 0 6 0 4 889 606 2 604 890 6 1499 1495
7 2993 1808 14 0 396 6 12 0 7 0 4 889 606 3 603 889 7 1499 1494
8 2992 281 16 -2 1808 7 14 0 7 1 5 890 604 3 602 889 8 1499 1493
9 2991 30 18 2 281 8 16 0 7 2 6 889 604 3 603 887 9 1499 1492
10 2990 361 20 0 30 9 18 0 8 2 6 888 605 4 603 885 10 1499 1491
11 2989 1929 22 2 361 10 20 0 8 3 7 888 604 4 603 884 11 1499 1490
12 2988 257 24 3.68935e+19 1929 11 22 0 9 3 8 888 603 4 602 884 12 1499 1489
13 2987 1997 26 0 1929 11 22 0 10 3 8 888 603 5 601 883 13 1499 1488
14 2986 349 28 -3.68935e+19 1808 7 14 0 11 3 9 888 602 5 600 883 14 1499 1487
15 2985 174 30 3.68935e+19 349 14 28 0 12 3 10 888 601 5 599 883 15 1499 1486
16 2984 1916 32 -0 174 15 30 0 13 3 10 888 601 6 598 882 16 1499 1485
17 2983 235 34 3.68935e+19 1916 16 32 0 13 4 11 889 599 6 597 882 17 1499 1484
18 2982 1969 36 2 235 17 34 0 14 4 12 888 599 6 597 881 18 1499 1483
19 2981 162 38 1.0842e-19 1969 18 36 0 15 4 13 886 600 6 598 879 19 1499 1482
20 2980 1731 40 -3.68935e+19 30 9 18 0 15 5 14 887 598 6 597 879 20 1499 1481
21 2979 75 42 -0 349 14 28 0 15 6 14 889 596 7 595 879 21 1499 1480
22 2978 383 44 -2 75 21 42 0 16 6 14 890 595 8 593 879 22 1499 1479
23 2977 1634 46 1.0842e-19 383 22 44 0 17 6 15 890 594 8 592 879 23 1499 1478
24 2976 1946 48 2 383 22 44 0 17 7 16 891 592 8 591 879 24 1499 1477
25 2975 380 50 -3.68935e+19 383 22 44 0 17 8 17 892 590 8 590 879 25 1499 1476
26 2974 130 50 -2 380 25 50 1 16 9 17 894 588 8 589 879 26 1499 1475
27 2973 223 52 -3.68935e+19 380 25 50 1 16 10 17 895 587 9 588 878 27 1499 1474
28 2972 354 54 0 223 27 52 1 17 10 18 895 586 9 587 878 28 1499 1473
29 2971 233 56 -0 354 28 54 1 18 10 18 896 585 10 585 878 29 1499 1472
30 2970 1978 58 2 233 29 56 1 18 11 19 897 583 10 584 878 30 1499 1471
31 2969 96 60 0 1978 30 58 1 19 11 19 898 582 11 582 878 31 1499 1470
32 2968 1765 62 3.68935e+19 96 31 60 1 19 12 20 897 582 11 583 876 32 1499 1469
33 2967 1570 64 -3.68935e+19 354 28 54 1 20 12 21 897 581 11 582 876 33 1499 1468
34 2966 451 66 1.0842e-19 233 29 56 1 20 13 21 899 579 12 580 876 34 1499 1467
35 2965 1970 66 0 451 34 66 2 20 13 20 901 578 13 578 876 35 1499 1466
36 2964 1514 68 3.68935e+19 1970 35 66 2 21 13 21 900 578 13 578 875 36 1499 1465
37 2963 192 70 0 1970 35 66 2 22 13 22 900 577 13 577 875 37 1499 1464
38 2962 366 72 -0 192 37 70 2 22 14 22 900 577 14 577 873 38 1499 1463
39 2961 54 74 -2 366 38 72 2 22 15 23 901 575 14 576 873 39 1499 1462
40 2960 294 76 -2 54 39 74 2 22 16 24 901 574 14 576 872 40 1499 1461
41 2959 1793 78 -2 294 40 76 2 23 16 24 901 574 15 575 871 41 1499 1460
42 2958 58 80 0 1793 41 78 2 23 17 25 902 572 15 574 871 42 1499 1459
43 2957 209 82 -3.68935e+19 354 28 54 2 24 17 26 902 571 15 573 871 43 1499 1458
44 2956 1783 84 -3.68935e+19 58 42 80 2 25 17 26 902 571 16 572 870 44 1499 1457
45 2955 390 86 2 294 40 76 2 25 18 26 902 571 17 572 868 45 1499 1456
46 2954 1704 88 0 354 28 54 2 26 18 27 902 570 17 571 868 46 1499 1455
47 2953 297 90 -3.68935e+19 1978 30 58 2 27 18 28 902 569 17 570 868 47 1499 1454
48 2952 1584 92 -0 297 47 90 2 28 18 29 900 570 17 571 866 48 1499 1453
49 2951 71 94 -3.68935e+19 297 47 90 2 29 18 30 900 569 17 570 866 49 1499 1452
50 2950 1785 96 -0 58 42 80 2 29 19 31 901 567 17 569 866 50 1499 1451
51 2949 398 98 -3.68935e+19 1785 50 96 2 29 20 31 903 565 18 567 866 51 1499 1450
52 2948 1608 100 -0 398 51 98 2 29 21 31 904 564 19 566 865 52 1499 1449
53 2947 1505 102 -3.68935e+19 1608 52 100 2 30 21 32 903 564 19 566 864 53 1499 1448
54 2946 49 104 -2 130 26 50 2 30 22 33 904 562 19 565 864 54 1499 1447
55 2945 1673 106 -1.0842e-19 383 22 44 2 30 23 34 904 561 19 565 863 55 1499 1446
56 2944 1899 108 1.0842e-19 1673 55 106 2 31 23 35 904 560 19 564 863 56 1499 1445
57 2943 186 110 0 1899 56 108 2 32 23 36 904 559 19 563 863 57 1499 1444
58 2942 1811 112 -2 1673 55 106 2 32 24 37 905 557 19 562 863 58 1499 1443
59 2941 1870 114 2 1899 56 108 2 33 24 37 906 556 20 560 863 59 1499 1442
60 2940 1592 116 -2 1811 58 112 2 33 25 37 908 554 21 558 863 60 1499 1441
61 2939 1828 118 2 1592 60 116 2 33 26 38 909 552 21 557 863 61 1499 1440
62 2938 1649 120 -1.0842e-19 1793 41 78 2 34 26 38 910 551 22 555 863 62 1499 1439
63 2937 191 120 -1.0842e-19 1978 30 58 3 33 27 38 912 549 22 554 863 63 1499 1438
64 2936 1961 122 0 191 63 120 3 34 27 38 913 548 23 552 863 64 1499 1437
65 2935 63 124 0 1961 64 122 3 35 27 38 914 547 24 550 863 65 1499 1436
66 2934 1947 124 2 191 63 120 4 35 27 38 913 548 24 551 861 66 1499 1435
67 2933 1616 126 2 1947 66 124 4 35 28 39 913 547 24 551 860 67 1499 1434
68 2932 282 126 1.0842e-19 1947 66 124 5 35 28 38 915 546 25 549 860 68 1499 1433
69 2931 193 126 -2 282 68 126 6 35 28 38 915 546 25 549 859 69 1499 1432
70 2930 1639 128 -1.0842e-19 193 69 126 6 35 29 39 916 544 25 548 859 70 1499 1431
71 2929 15 130 0 58 42 80 6 36 29 40 916 543 25 547 859 71 1499 1430
72 2928 1528 132 -3.68935e+19 15 71 130 6 37 29 41 916 542 25 546 859 72 1499 1429
73 2927 374 134 1.0842e-19 354 28 54 6 37 30 41 917 541 26 545 858 73 1499 1428
74 2926 1509 136 -2 15 71 130 6 37 31 42 918 539 26 544 858 74 1499 1427
75 2925 433 138 0 1673 55 106 6 38 31 43 918 538 26 543 858 75 1499 1426
76 2924 1976 140 2 433 75 138 6 39 31 43 918 538 27 542 857 76 1499 1425
77 2923 1983 142 3.68935e+19 1946 24 48 6 39 32 44 919 536 27 541 857 77 1499 1424
78 2922 1930 142 3.68935e+19 1983 77 142 7 39 32 43 921 535 28 539 857 78 1499 1423
79 2921 309 144 -2 1930 78 142 7 40 32 44 921 534 28 538 857 79 1499 1422
80 2920 1549 146 -2 309 79 144 7 40 33 45 922 532 28 537 857 80 1499 1421
81 2919 290 148 2 1983 77 142 7 41 33 45 922 532 29 536 856 81 1499 1420
82 2918 1691 148 3.68935e+19 1983 77 142 8 41 33 44 924 531 30 534 856 82 1499 1419
83 2917 1659 150 2 1691 82 148 8 42 33 45 924 530 30 533 856 83 1499 1418
84 2916 1685 152 0 1946 24 48 8 42 34 46 924 529 30 533 855 84 1499 1417
85 2915 118 154 1.0842e-19 1685 84 152 8 42 35 46 926 527 31 531 855 85 1499 1416
86 2914 387 156 -0 1685 84 152 8 42 36 46 928 525 32 529 855 86 1499 1415
87 2913 459 158 -2 387 86 156 8 43 36 47 927 525 32 529 854 87 1499 1414
88 2912 227 160 1.0842e-19 387 86 156 8 43 37 48 927 524 32 529 853 88 1499 1413
89 2911 163 160 -1.0842e-19 1634 23 46 9 43 37 47 928 524 33 528 852 89 1499 1412
90 2910 141 162 3.68935e+19 163 89 160 9 44 37 47 928 524 34 527 851 90 1499 1411
91 2909 139 164 -0 366 38 72 9 44 38 48 927 524 34 528 849 91 1499 1410
92 2908 221 166 -0 1514 36 68 9 45 38 48 926 525 35 528 847 92 1499 1409
93 2907 120 168 -0 221 92 166 9 45 39 49 926 524 35 528 846 93 1499 1408
94 2906 1513 168 2 120 93 168 10 45 39 49 926 524 35 528 845 94 1499 1407
95 2905 1717 170 -3.68935e+19 1513 94 168 10 45 40 49 928 522 36 526 845 95 1499 1406
96 2904 1745 172 -1.0842e-19 1717 95 170 10 46 40 50 926 523 36 527 843 96 1499 1405
97 2903 370 174 2 1745 96 172 10 46 41 51 927 521 36 526 843 97 1499 1404
98 2902 341 176 3.68935e+19 370 97 174 10 47 41 52 927 520 36 525 843 98 1499 1403
99 2901 200 178 2 1513 94 168 10 47 42 52 928 519 37 524 842 99 1499 1402
100 2900 1511 180 0 1717 95 170 10 48 42 53 927 519 37 524 841 100 1499 1401
101 2899 395 180 0 1745 96 172 11 47 43 53 928 518 37 524 840 101 1499 1400
102 2898 1900 180 -1.0842e-19 290 81 148 12 47 43 53 929 517 37 523 840 102 1499 1399
103 2897 3 182 0 294 40 76 12 47 44 54 930 515 37 522 840 103 1499 1398
104 2896 355 182 0 1673 55 106 13 47 44 54 931 514 37 521 840 104 1499 1397
105 2895 403 184 -1.0842e-19 355 104 182 13 48 44 54 932 513 38 519 840 105 1499 1396
106 2894 1583 184 -1.0842e-19 15 71 130 14 48 44 54 933 512 38 518 840 106 1499 1395
107 2893 1736 186 3.68935e+19 1513 94 168 14 48 45 55 933 511 38 518 839 107 1499 1394
108 2892 458 186 -3.68935e+19 1736 107 186 15 47 46 55 934 510 38 518 838 108 1499 1393
109 2891 1830 188 -3.68935e+19 458 108 186 15 48 46 56 933 510 38 518 837 109 1499 1392
110 2890 437 190 -2 1704 46 88 15 49 46 56 933 510 39 517 836 110 1499 1391
111 2889 1763 192 2 387 86 156 15 49 47 56 934 509 40 516 835 111 1499 1390
112 2888 78 194 -0 1970 35 66 15 50 47 56 935 508 41 514 835 112 1499 1389
